Station_Name,Province,City,Cnty,Station_Id_d,Station_Id_C,Station_levl,Lat,Lon,Alti,Year,Mon,Day,Hour,Min,PRS_Sea,WIN_S_INST,WIN_D_INST,WIN_S_Avg_2mi,WIN_D_Avg_2mi,GST,TEM,RHU,PRE,DPT,timetag
辉县陈家院,河南省,新乡市,辉县市,793556,O3556,14,35.7919,113.5919,799,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
水利局,河南省,新乡市,卫辉市,793637,O3637,14,35.41,114.0539,84,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
九龙街道,河南省,平顶山市,叶县,796294,O6294,14,33.6242,113.3567,86,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
获嘉大位庄,河南省,新乡市,获嘉县,793674,O3674,14,35.2889,113.6417,78,2021,7,20,8,30,999999,7.1,32,6.3,32,999999,21.7,99,999999,21.5,202107200830
焦作,河南省,焦作市,市辖区,53982,53982,13,35.2408,113.2664,112,2021,7,20,8,30,1006.9,999998,999998,5.1,50,23.4,22.5,97,0.2,22,202107200830
获嘉大辛,河南省,新乡市,获嘉县,793684,O3684,14,35.18,113.655,76,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
,,,,794128,O4128,14,35.4131,113.37,316.2,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
许昌建安尚集,河南省,许昌市,市辖区,795996,O5996,14,34.0958,113.8447,72.6,2021,7,20,8,30,999999,0,76,0.2,80,999999,27.3,999999,999999,999999,202107200830
四棵树,河南省,平顶山市,鲁山县,792742,O2742,16,33.6625,112.5828,231,2021,7,20,8,30,999999,0,264,0,282,999999,27.6,92,999999,26.2,202107200830
夺丰,河南省,鹤壁市,淇县,792646,O2646,16,35.7183,114.1408,194,2021,7,20,8,30,999999,2.7,337,3,328,999999,22.3,97,999999,21.8,202107200830
得心,河南省,郑州市,新密市,792994,O2994,14,34.5603,113.5108,237.3,2021,7,20,8,30,999999,0,122,0,162,999999,24.8,100,999999,24.8,202107200830
召陵万金,河南省,漯河市,召陵区,796464,O6464,14,33.505,114.1981,51,2021,7,20,8,30,999999,5.1,88,4.4,88,999999,30.1,999999,999999,999999,202107200830
陶城,河南省,许昌市,鄢陵县,796086,O6086,14,33.8486,114.22,61,2021,7,20,8,30,999999,3.8,98,4.2,93,999999,29.2,89,999999,27.2,202107200830
高平神农,山西省,晋城市,高平市,668396,B8396,14,35.8683,112.9711,895,2021,7,20,8,30,999999,0.8,349,0.9,324,999999,19.1,96,999999,18.4,202107200830
新郑辛店,河南省,郑州市,新郑市,795043,O5043,14,34.3908,113.5986,173,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
东明三春集,山东省,菏泽市,东明县,688129,D8129,14,35.0431,114.9794,68.2,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,24.5,999999,999999,999999,202107200830
宜阳,河南省,洛阳市,宜阳县,57065,57065,13,34.5508,112.1261,317.5,2021,7,20,8,30,1006,999998,999998,3.8,43,22.8,21.7,100,0,21.7,202107200830
舞钢尚店,河南省,平顶山市,舞钢市,792385,O2385,14,33.1997,113.3972,130,2021,7,20,8,30,999999,1.3,68,1.6,77,999999,28.4,999999,999999,999999,202107200830
牛屯,河南省,安阳市,滑县,793182,O3182,14,35.3131,114.4225,66,2021,7,20,8,30,999999,3.4,26,3.8,26,999999,21.6,999999,999999,999999,202107200830
苟堂,河南省,郑州市,新密市,792246,O2246,14,34.3889,113.5394,204,2021,7,20,8,30,999999,1.9,111,1.5,120,999999,24.5,999999,999999,999999,202107200830
仪封,河南省,开封市,兰考县,795265,O5265,14,34.7761,114.9439,55,2021,7,20,8,30,999999,3.9,42,3.2,49,999999,26.4,999999,999999,999999,202107200830
长岗,河南省,商丘市,睢县,795481,O5481,14,34.3589,114.9114,54,2021,7,20,8,30,999999,0,0,0,0,999999,27.5,999999,999999,999999,202107200830
小陈,河南省,开封市,尉氏县,792274,O2274,14,34.2756,114.2581,67,2021,7,20,8,30,999999,1.6,88,2.5,88,999999,27,999999,999999,999999,202107200830
三张店,河南省,周口市,项城市,796769,O6769,14,33.18,114.7983,42,2021,7,20,8,30,999999,3.6,122,1.9,111,999999,30.7,999999,999999,999999,202107200830
伊川平等,河南省,洛阳市,伊川县,794767,O4767,14,34.3806,112.3681,211,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
四间房,河南省,安阳市,滑县,793219,O3219,14,35.6739,114.7778,57,2021,7,20,8,30,999999,2.5,25,2.7,30,999999,24.5,100,999999,24.5,202107200830
万古,河南省,安阳市,滑县,793225,O3225,14,35.4242,114.7811,67,2021,7,20,8,30,999999,2,132,2.1,63,999999,23.7,100,999999,23.7,202107200830
新乡关堤乡,河南省,新乡市,市辖区,793710,O3710,14,35.2464,113.9369,88,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
崔岭,河南省,洛阳市,孟津区,794703,O4703,999999,34.9103,112.2975,399,2021,7,20,8,30,999999,3.2,0,2.6,0,999999,999999,999999,999999,999999,202107200830
长垣丁栾,河南省,新乡市,长垣市,792112,O2112,14,35.2764,114.7617,57,2021,7,20,8,30,999999,999999,999999,2.5,40,999999,23.1,999999,999999,999999,202107200830
蝴蝶谷,河南省,郑州市,巩义市,794889,O4889,14,34.6581,113.1414,780,2021,7,20,8,30,999999,0.7,32,1.7,89,999999,19.6,999999,999999,999999,202107200830
转楼,河南省,周口市,太康县,796652,O6652,14,34.2331,114.9533,55,2021,7,20,8,30,999999,0.8,341,0.6,326,999999,28,999999,999999,999999,202107200830
毛庄,河南省,周口市,太康县,796650,O6650,14,34.0033,114.8819,50,2021,7,20,8,30,999999,0.5,79,1.1,81,999999,28.7,999999,999999,999999,202107200830
黄寨,河南省,周口市,商水县,796717,O6717,14,33.4983,114.8106,47,2021,7,20,8,30,999999,2.2,63,1.7,68,999999,29.6,999999,999999,999999,202107200830
百家岩,河南省,焦作市,修武县,792142,O2142,16,35.4214,113.4183,235,2021,7,20,8,30,999999,3.9,88,3.2,71,999999,22,95,999999,21.2,202107200830
沁水中木亭,山西省,晋城市,沁水县,668446,B8446,14,35.6597,112.2467,965,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
宁郭,河南省,焦作市,山阳区,792899,O2899,14,35.1467,113.2042,105,2021,7,20,8,30,999999,999999,999999,5.3,71,999999,22.4,999999,999999,999999,202107200830
文城,河南省,驻马店市,遂平县,792835,O2835,16,33.0736,113.8214,82,2021,7,20,8,30,999999,0.7,71,0.7,62,999999,28.5,80,999999,24.7,202107200830
大峪,河南省,平顶山市,汝州市,796119,O6119,14,34.2422,113.0414,407.1,2021,7,20,8,30,999999,3.2,183,2.8,189,999999,23,999999,999999,999999,202107200830
临泉鲖城,安徽省,阜阳市,临泉县,732310,I2310,14,33.0786,114.9786,37.7,2021,7,20,8,30,999999,4.6,106,3.8,99,999999,31.4,999999,999999,999999,202107200830
高平,山西省,晋城市,高平市,53973,53973,13,35.7758,112.9428,837.3,2021,7,20,8,30,1009.5,999998,999998,1.3,315,20.1,19.2,96,0,18.5,202107200830
郑州十一中,河南省,郑州市,管城回族区,795111,O5111,14,34.7164,113.7356,94,2021,7,20,8,30,999999,2.3,8,4.1,283,999999,24,96,999999,23.3,202107200830
长垣城关,河南省,新乡市,长垣市,793914,O3914,14,35.2025,114.6992,60,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
河阳广场,河南省,洛阳市,孟津区,792228,O2228,14,34.91,112.6242,132,2021,7,20,8,30,999999,6.3,55,6.8,60,999999,21.7,999999,999999,999999,202107200830
沁水上杨庄,山西省,晋城市,沁水县,668441,B8441,14,35.9875,112.7081,1139,2021,7,20,8,30,999999,2.1,56,3.3,33,999999,17.2,999999,999999,999999,202107200830
诸市,河南省,驻马店市,驿城区,792843,O2843,14,33.0772,113.8658,73,2021,7,20,8,30,999999,1.5,17,1.6,31,999999,27.7,82,999999,24.3,202107200830
董周,河南省,平顶山市,鲁山县,796202,O6202,14,33.8158,112.7792,230,2021,7,20,8,30,999999,1.2,63,1.4,95,999999,27.5,999999,999999,999999,202107200830
阳城,山西省,晋城市,阳城县,53975,53975,12,35.4886,112.4106,659.5,2021,7,20,8,30,1008.6,999998,999998,0.5,5,22.9,21.1,94,0.1,20.1,202107200830
丽水中学,河南省,郑州市,惠济区,795155,O5155,14,34.8553,113.6503,89,2021,7,20,8,30,999999,2.1,169,2,138,999999,23.2,98,999999,22.9,202107200830
长垣苏庄,河南省,新乡市,长垣市,793922,O3922,14,35.2456,114.8442,61,2021,7,20,8,30,999999,3.2,331,2.9,334,999999,24.8,999999,999999,999999,202107200830
封丘鲁岗,河南省,新乡市,封丘县,793867,O3867,14,35.0075,114.4942,81,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
郑州炎黄广场,河南省,郑州市,惠济区,795132,O5132,999999,34.9556,113.5208,91,2021,7,20,8,30,999999,4,329,3.8,9,999999,22.2,100,999999,22.2,202107200830
龙王,河南省,洛阳市,嵩县,794625,O4625,14,33.7803,112.2353,857,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
沁水河南,山西省,晋城市,沁水县,668422,B8422,16,35.9156,112.5989,921,2021,7,20,8,30,999999,3.7,13,4.2,14,999999,18.5,91,999999,17,202107200830
大东沟,山西省,晋城市,泽州县,668515,B8515,14,35.5722,112.7011,788,2021,7,20,8,30,999999,4,245,4.5,248,999999,19.6,999999,999999,999999,202107200830
晋庙铺,山西省,晋城市,泽州县,668512,B8512,14,35.3281,112.8322,896,2021,7,20,8,30,999999,0,0,0,0,999999,18.8,999999,999999,999999,202107200830
封丘,河南省,新乡市,封丘县,53983,53983,13,35.0269,114.4117,69.6,2021,7,20,8,30,1007.2,999998,999998,2.5,50,23.3,23.5,100,0.1,23.5,202107200830
建安榆林,河南省,许昌市,市辖区,795993,O5993,16,34.1172,113.7211,84.3,2021,7,20,8,30,999999,3.4,141,3.7,141,999999,28.3,88,999999,26.1,202107200830
二十里铺,河南省,焦作市,修武县,794150,O4150,999999,35.2436,113.5242,80,2021,7,20,8,30,999999,6.7,49,7.5,45,999999,21.7,99,999999,21.5,202107200830
惠济四中北校,河南省,郑州市,惠济区,795136,O5136,999999,34.8733,113.6525,115,2021,7,20,8,30,999999,0.3,63,0.7,46,999999,23,999999,999999,999999,202107200830
农科院,河南省,濮阳市,华龙区,793463,O3463,14,35.7144,114.9508,52,2021,7,20,8,30,999999,2.6,54,2.6,47,999999,24.9,999999,999999,999999,202107200830
吕潭,河南省,周口市,扶沟县,796541,O6541,14,34.1064,114.4906,57,2021,7,20,8,30,999999,2.9,49,3.9,76,999999,28.8,89,999999,26.8,202107200830
陵川杨村,山西省,晋城市,陵川县,668460,B8460,14,35.8533,113.1681,1086,2021,7,20,8,30,999999,3.4,42,4.7,52,999999,17.8,999999,999999,999999,202107200830
闹店,河南省,平顶山市,宝丰县,796226,O6226,14,33.8525,113.2214,119,2021,7,20,8,30,999999,1.9,114,2,117,999999,28.4,88,999999,26.2,202107200830
大封,河南省,焦作市,武陟县,794161,O4161,16,35.0058,113.2025,101,2021,7,20,8,30,999999,6.5,57,6.9,58,999999,22,98,999999,21.7,202107200830
米庙,河南省,平顶山市,汝州市,796130,O6130,14,34.1719,112.9028,193,2021,7,20,8,30,999999,3.2,290,2.5,279,999999,23.3,96,999999,22.6,202107200830
龙涧,河南省,焦作市,沁阳市,794022,O4022,14,35.0469,113.0081,109,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
封丘李庄,河南省,新乡市,封丘县,793862,O3862,14,34.9653,114.6608,68.1,2021,7,20,8,30,999999,1.4,327,2.2,38,999999,24,999999,999999,999999,202107200830
券桥,河南省,南阳市,方城县,797338,O7338,14,33.1619,112.9631,168,2021,7,20,8,30,999999,1.1,261,1,269,999999,28.2,999999,999999,999999,202107200830
安泽卫寨,山西省,临汾市,安泽县,667307,B7307,14,35.9772,112.3411,827.9,2021,7,20,8,30,999999,3.1,0,2.2,19,999999,22.2,999999,999999,999999,202107200830
环城,河南省,驻马店市,西平县,792837,O2837,14,33.4128,114.0122,114.5,2021,7,20,8,30,999999,0.6,94,0.4,104,999999,29.5,86,999999,26.9,202107200830
沁水郑庄,山西省,晋城市,沁水县,668436,B8436,16,35.8764,112.1981,1050,2021,7,20,8,30,999999,0.5,284,0.7,266,999999,20.1,89,999999,18.2,202107200830
郑州外国语,河南省,郑州市,中原区,792263,O2263,14,34.8183,113.5542,103,2021,7,20,8,30,999999,1.5,118,0.9,39,999999,23.4,999999,999999,999999,202107200830
张店,河南省,平顶山市,鲁山县,796164,O6164,14,33.7258,112.9239,104,2021,7,20,8,30,999999,3.9,88,4.2,88,999999,28.3,999999,999999,999999,202107200830
伊川江左,河南省,洛阳市,伊川县,792216,O2216,14,34.4114,112.6778,409,2021,7,20,8,30,999999,999999,999999,1.6,172,999999,23.7,999999,999999,999999,202107200830
沁阳,河南省,焦作市,沁阳市,53972,53972,13,35.0486,112.8997,117.5,2021,7,20,8,30,1006.6,999998,999998,5.7,49,22.9,22.3,95,0.2,21.5,202107200830
团城,河南省,平顶山市,鲁山县,796198,O6198,14,33.67,112.6383,259,2021,7,20,8,30,999999,0.3,256,0.4,247,999999,27.7,999999,999999,999999,202107200830
三间房,河南省,平顶山市,宝丰县,796219,O6219,14,33.9839,112.7592,363,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
泽州金村,山西省,晋城市,泽州县,668519,B8519,14,35.5083,112.9156,727,2021,7,20,8,30,999999,1.2,70,1.5,97,999999,19.6,999999,999999,999999,202107200830
泽州大箕,山西省,晋城市,泽州县,668518,B8518,14,35.3983,112.7969,769,2021,7,20,8,30,999999,0,0,0,0,999999,18.8,999999,999999,999999,202107200830
尖山坡,河南省,平顶山市,宝丰县,796223,O6223,14,33.9353,112.8047,389,2021,7,20,8,30,999999,3.1,334,3,348,999999,24.1,98,999999,23.8,202107200830
王刘庄,河南省,郑州市,新郑市,792989,O2989,14,34.4092,113.6756,127,2021,7,20,8,30,999999,3.8,130,3.8,129,999999,26,100,999999,26,202107200830
大安,河南省,洛阳市,汝阳县,792220,O2220,16,34.2969,112.54,294,2021,7,20,8,30,999999,1.9,176,1.7,178,999999,24,95,999999,23.1,202107200830
沁水端氏,山西省,晋城市,沁水县,668431,B8431,14,35.6589,112.515,548,2021,7,20,8,30,999999,0,0,0.7,39,999999,21.4,999999,999999,999999,202107200830
龙山,河南省,平顶山市,郏县,796242,O6242,14,33.99,113.2,117.5,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
谷营,河南省,开封市,兰考县,795272,O5272,14,34.8969,114.8558,65,2021,7,20,8,30,999999,3.5,47,3.5,43,999999,26,999999,999999,999999,202107200830
郑州马寨一中,河南省,郑州市,二七区,795113,O5113,14,34.6967,113.5044,155,2021,7,20,8,30,999999,2.5,62,2.7,52,999999,23.3,97,999999,22.8,202107200830
常平,河南省,焦作市,沁阳市,794018,O4018,14,35.2417,112.9278,575,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
高平乔村,山西省,晋城市,高平市,668406,B8406,14,35.6989,112.8972,741,2021,7,20,8,30,999999,3,281,3.3,272,999999,19,999999,999999,999999,202107200830
湖岗,河南省,开封市,杞县,795322,O5322,14,34.3708,114.6733,59,2021,7,20,8,30,999999,4.2,49,4.2,68,999999,27.3,999999,999999,999999,202107200830
郑州侯寨,河南省,郑州市,二七区,795140,O5140,14,34.6689,113.5808,190,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
石固堆,河南省,郑州市,新郑市,795033,O5033,14,34.3158,113.6131,218,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
柳泉,河南省,洛阳市,宜阳县,794549,O4549,14,34.5175,112.0344,223,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
谭山,河南省,驻马店市,西平县,792525,O2525,14,33.2581,113.6747,114,2021,7,20,8,30,999999,999999,999999,1,137,999999,28.4,999999,999999,999999,202107200830
邸阁,河南省,开封市,通许县,795220,O5220,14,34.3306,114.495,61,2021,7,20,8,30,999999,2.3,68,3.1,71,999999,27.7,999999,999999,999999,202107200830
宛城,河南省,南阳市,宛城区,797513,O7513,14,33.0058,112.5342,0,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
陵川吕家河,山西省,晋城市,陵川县,668471,B8471,14,35.6578,113.1039,1049,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
宛鸟巢,河南省,南阳市,宛城区,792845,O2845,14,33.0336,112.6042,129,2021,7,20,8,30,999999,0.8,85,0.8,63,999999,27,999999,999999,999999,202107200830
高龙,河南省,洛阳市,偃师区,792210,O2210,14,34.6431,112.7206,117,2021,7,20,8,30,999999,999999,999999,7.3,80,999999,23.1,999999,999999,999999,202107200830
王岗,河南省,南阳市,镇平县,797139,O7139,14,33.0994,112.1058,204,2021,7,20,8,30,999999,1.6,130,2.5,110,999999,25.8,999999,999999,999999,202107200830
佛坪,河南省,洛阳市,嵩县,794611,O4611,14,33.7181,112.1375,1172,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
后富山,河南省,洛阳市,伊川县,792217,O2217,14,34.3094,112.3647,278,2021,7,20,8,30,999999,5.9,351,5.5,349,999999,21.9,999999,999999,999999,202107200830
柏山,河南省,焦作市,博爱县,794056,O4056,14,35.2142,113.0828,185.2,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
郑州林科所,河南省,郑州市,中原区,792268,O2268,14,34.7717,113.4667,100.5,2021,7,20,8,30,999999,3.2,85,3.2,61,999999,23,999999,999999,999999,202107200830
高堤,河南省,安阳市,内黄县,793134,O3134,14,35.9478,114.72,55,2021,7,20,8,30,999999,1.7,43,2,26,999999,24.3,999999,999999,999999,202107200830
港区大马,河南省,郑州市,市辖区,792271,O2271,14,34.3681,114.0017,90,2021,7,20,8,30,999999,999999,999999,0.2,54,999999,22.2,999999,999999,999999,202107200830
繁阳街道,河南省,安阳市,内黄县,793128,O3128,14,35.9433,114.9239,52,2021,7,20,8,30,999999,0.8,29,0.7,30,999999,25,999999,999999,999999,202107200830
苏木,河南省,开封市,杞县,792288,O2288,14,34.4919,114.7442,64,2021,7,20,8,30,999999,3,46,3.9,43,999999,26.8,98,999999,26.4,202107200830
半坡店,河南省,开封市,祥符区,795373,O5373,14,34.6336,114.5078,68,2021,7,20,8,30,999999,0,50,0.8,50,999999,26,999999,999999,999999,202107200830
晋城寺底,山西省,晋城市,晋城城区,668546,B8546,14,35.4572,112.8617,731,2021,7,20,8,30,999999,2.7,25,2.6,1,999999,19.5,999999,999999,999999,202107200830
西安良,河南省,平顶山市,郏县,792376,O2376,14,34.0414,113.2492,110,2021,7,20,8,30,999999,0.9,162,0.6,149,999999,27.8,999999,999999,999999,202107200830
文化中心,河南省,鹤壁市,淇滨区,793535,O3535,14,35.7231,114.29,78.9,2021,7,20,8,30,999999,1.9,31,2,29,999999,23,999999,999999,999999,202107200830
卫都,河南省,鹤壁市,淇县,792873,O2873,14,35.6219,114.1819,77,2021,7,20,8,30,999999,999999,999999,5.1,341,999999,22.8,999999,999999,999999,202107200830
齐老,河南省,周口市,淮阳区,796684,O6684,14,33.8375,114.7483,42,2021,7,20,8,30,999999,3,92,3.5,91,999999,29.6,999999,999999,999999,202107200830
市气象局,河南省,焦作市,山阳区,792151,O2151,14,35.1792,113.2408,93,2021,7,20,8,30,999999,10,4,5.9,355,999999,22.3,999999,999999,999999,202107200830
曲屯,河南省,南阳市,镇平县,797120,O7120,14,33.0269,112.0072,173,2021,7,20,8,30,999999,7.5,116,4.7,110,999999,28,999999,999999,999999,202107200830
背孜,河南省,平顶山市,鲁山县,792741,O2741,16,33.9675,112.6075,311,2021,7,20,8,30,999999,1,77,1.4,159,999999,23.6,91,999999,22,202107200830
长垣苗寨,河南省,新乡市,长垣市,793910,O3910,14,35.2542,114.8719,71,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
郭白,河南省,许昌市,襄城县,796046,O6046,14,33.9125,113.6286,91,2021,7,20,8,30,999999,2.5,282,2.4,285,999999,28.8,999999,999999,999999,202107200830
郑州冠军中学,河南省,郑州市,金水区,795154,O5154,14,34.8425,113.6433,91,2021,7,20,8,30,999999,2.8,53,3.7,74,999999,23.3,96,999999,22.6,202107200830
平顶山,河南省,平顶山市,新华区,57171,57171,16,33.7681,113.1225,142,2021,7,20,8,30,1004.6,999998,999998,3.2,219,33.6,28.6,85,0,25.8,202107200830
泽州犁川,山西省,晋城市,泽州县,668527,B8527,14,35.3775,112.7517,840,2021,7,20,8,30,999999,0,0,0,0,999999,18.9,999999,999999,999999,202107200830
郑州聚源路,河南省,郑州市,金水区,792846,O2846,14,34.7564,113.7344,92,2021,7,20,8,30,999999,1.8,334,1.7,251,999999,24,99,999999,23.8,202107200830
磨头,河南省,焦作市,博爱县,794050,O4050,14,35.13,113,121.3,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
泽州大阳,山西省,晋城市,泽州县,668530,B8530,14,35.6731,112.7778,886,2021,7,20,8,30,999999,0,0,0,0,999999,18.9,999999,999999,999999,202107200830
西长,河南省,鹤壁市,浚县,792069,O2069,14,35.6586,114.525,61,2021,7,20,8,30,999999,4.9,5,3.7,356,999999,23.6,999999,999999,999999,202107200830
淇县,河南省,鹤壁市,淇县,53974,53974,13,35.6094,114.2336,70.4,2021,7,20,8,30,1008.8,999998,999998,4,349,23,23.1,100,0.2,23.1,202107200830
十八里,河南省,开封市,尉氏县,795186,O5186,14,34.4217,114.2286,72,2021,7,20,8,30,999999,1.8,105,1.5,98,999999,26.6,999999,999999,999999,202107200830
七贤,河南省,焦作市,修武县,794143,O4143,14,35.3825,113.4025,170,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
黄德,河南省,新乡市,封丘县,792107,O2107,14,35.1906,114.4192,66,2021,7,20,8,30,999999,999999,999999,3.4,138,999999,23.1,999999,999999,999999,202107200830
舞阳太尉,河南省,漯河市,舞阳县,796438,O6438,14,33.6475,113.7656,65,2021,7,20,8,30,999999,1.2,94,1.2,84,999999,28.3,999999,999999,999999,202107200830
高平石末,山西省,晋城市,高平市,668402,B8402,14,35.7072,113.0764,929,2021,7,20,8,30,999999,3.3,40,2.4,22,999999,18.3,97,999999,17.8,202107200830
红石峡,河南省,焦作市,修武县,792848,O2848,14,35.4292,113.36,406,2021,7,20,8,30,999999,2,108,1.3,86,999999,20.4,97,999999,19.9,202107200830
伊东新区,河南省,洛阳市,嵩县,794604,O4604,14,34.1181,112.0992,325,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
孟津铁谢,河南省,洛阳市,孟津区,794704,O4704,999999,34.8481,112.615,120,2021,7,20,8,30,999999,5.7,80,5,45,999999,22.3,999999,999999,999999,202107200830
大许寨,河南省,周口市,太康县,796648,O6648,14,34.0056,114.7925,50,2021,7,20,8,30,999999,0,52,0.1,65,999999,28.9,999999,999999,999999,202107200830
伊川,河南省,洛阳市,伊川县,57074,57074,13,34.4214,112.3958,252.2,2021,7,20,8,30,1005.3,999998,999998,5.3,35,23.2,22.2,100,0,22.2,202107200830
卫辉上乐村,河南省,新乡市,卫辉市,792084,O2084,14,35.4747,114.1997,60,2021,7,20,8,30,999999,3.2,42,3,22,999999,23,100,999999,23,202107200830
叶邑,河南省,平顶山市,叶县,792381,O2381,14,33.5094,113.2958,86,2021,7,20,8,30,999999,0,227,0.3,258,999999,24.3,999999,999999,999999,202107200830
封丘前小寨应用（农业）,河南省,新乡市,封丘县,792862,O2862,14,35.0625,114.3514,40,2021,7,20,8,30,999999,3.4,336,4.4,356,999999,23.2,999999,999999,999999,202107200830
张市,河南省,开封市,尉氏县,792273,O2273,14,34.3403,113.9056,87.2,2021,7,20,8,30,999999,2.8,92,3.9,66,999999,27,999999,999999,999999,202107200830
高平釜山水库,山西省,晋城市,高平市,668404,B8404,14,35.8922,112.8119,921,2021,7,20,8,30,999999,3.8,82,3.1,75,999999,18.6,999999,999999,999999,202107200830
沁水胡底,山西省,晋城市,沁水县,668423,B8423,14,35.7067,112.6081,777,2021,7,20,8,30,999999,2.9,101,4.6,104,999999,19.8,999999,999999,999999,202107200830
陵川秦家庄,山西省,晋城市,陵川县,668455,B8455,14,35.8411,113.2172,1097,2021,7,20,8,30,999999,6.1,242,7.9,228,999999,17.6,999999,999999,999999,202107200830
王屯乡,河南省,焦作市,修武县,794135,O4135,14,35.1719,113.3469,94.6,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
洛阳老城国际牡丹园,河南省,洛阳市,市辖区,794846,O4846,14,34.7253,112.415,235,2021,7,20,8,30,999999,3.5,30,2.8,39,999999,21.9,999999,999999,999999,202107200830
陵川大路沟,山西省,晋城市,陵川县,668466,B8466,16,35.7561,113.4325,1541,2021,7,20,8,30,999999,3.2,311,4.1,299,999999,14.6,98,999999,14.3,202107200830
外国语,河南省,洛阳市,市辖区,794845,O4845,14,34.6656,112.385,139,2021,7,20,8,30,999999,2.1,33,2.7,32,999999,22.5,999999,999999,999999,202107200830
莲庄,河南省,洛阳市,宜阳县,792698,O2698,14,34.4964,112.0592,220,2021,7,20,8,30,999999,4.4,68,3.2,65,999999,21.5,98,999999,21.2,202107200830
华陂,河南省,驻马店市,上蔡县,792539,O2539,16,33.4239,114.2939,48,2021,7,20,8,30,999999,3.1,318,3,317,999999,29.7,81,999999,26.1,202107200830
李寨,山西省,晋城市,泽州县,668513,B8513,14,35.4308,112.6736,913,2021,7,20,8,30,999999,6.9,51,7.3,47,999999,18,999999,999999,999999,202107200830
毛古,河南省,开封市,兰考县,795278,O5278,999999,34.8064,114.8947,66,2021,7,20,8,30,999999,3.1,43,3.5,50,999999,26.3,999999,999999,999999,202107200830
赵湾水库,河南省,南阳市,镇平县,792731,O2731,14,33.145,112.1567,272,2021,7,20,8,30,999999,6,244,6.3,244,999999,27,77,999999,22.6,202107200830
晁陂,河南省,南阳市,镇平县,797113,O7113,14,33.0331,112.1239,151,2021,7,20,8,30,999999,1.8,94,1.9,106,999999,27.3,999999,999999,999999,202107200830
符草楼,河南省,周口市,太康县,792426,O2426,16,33.9619,114.945,50,2021,7,20,8,30,999999,1.4,71,2.1,63,999999,29.6,84,999999,26.6,202107200830
遮山,河南省,南阳市,镇平县,792734,O2734,14,33.0258,112.3456,207,2021,7,20,8,30,999999,1.2,23,1,25,999999,26.4,93,999999,25.2,202107200830
新郑新村,河南省,郑州市,新郑市,792821,O2821,14,34.4517,113.7167,125,2021,7,20,8,30,999999,5.8,130,3.8,119,999999,26.2,92,999999,24.8,202107200830
水寨,河南省,平顶山市,叶县,792380,O2380,16,33.6342,113.5939,75,2021,7,20,8,30,999999,1.8,117,1.9,115,999999,27.9,100,999999,27.9,202107200830
东姚,河南省,安阳市,林州市,793004,O3004,14,35.9147,113.9414,327,2021,7,20,8,30,999999,1.4,285,1.3,272,999999,21.4,999999,999999,999999,202107200830
