Station_Id_C,Station_Id_d,Lat,Lon,Year,Mon,Day,Hour,WIN_S_Avg_2mi,WIN_D_Avg_2mi,PRE_1h,Q_PRE_1h,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_S_INST_Max_OTime,PRS_Sea,TEM,RHU,DPT
O3119,793119,35.8942,114.4514,2021,7,20,9,2.9,36,0.9,0,7.4,21,803,999999,23.8,999999,999999
Y7367,897367,43.8972,86.3961,2021,7,20,9,5.8,78,0,0,12,43,825,998.7,28.8,20,3.6
Y8004,898004,42.9028,90.48,2021,7,20,9,2.1,51,0,0,6.4,97,801,1000.7,38.9,7,-3.1
Y8686,898686,41.8367,81.3489,2021,7,20,9,3.6,163,0,0,5.4,131,836,1000,28.9,36,12.3
Y8304,898304,42.7675,84.4497,2021,7,20,9,3.4,255,0,0,5.8,236,856,1003.7,20.2,33,3.4
Y8314,898314,42.0603,87.1572,2021,7,20,9,2.6,267,0,0,5,270,805,998.7,29.9,25,7.8
Y8318,898318,41.7367,86.4958,2021,7,20,9,5.5,228,0,0,8.2,247,837,998.8,29.6,31,10.7
Y8270,898270,41.9922,84.7514,2021,7,20,9,3.2,109,0,0,5.2,124,829,1002.8,31.3,28,10.6
Y9198,899198,38.2656,77.185,2021,7,20,9,0,999017,0,0,1.3,324,804,1003.6,23.6,60,15.4
Y6470,896470,44.3989,80.3839,2021,7,20,9,4.6,173,0,0,6.8,194,814,999.5,29.2,19,3.2
Y6356,896356,43.5453,92.5164,2021,7,20,9,4.2,300,0,0,9.2,270,844,1003.6,22.4,27,2.5
Y6452,896452,44.2769,81.0911,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,32.5,999999,999999
Y6421,896421,43.3742,82.2661,2021,7,20,9,1.5,62,0,0,6.1,34,843,999.3,31,19,4.7
Y6286,896286,37.2667,79.7167,2021,7,20,9,3,321,0,0,5,349,838,1001.7,25.5,51,14.6
Y6445,896445,44.0011,82.0769,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,27.3,999999,999999
Y6724,896724,47.7458,87.065,2021,7,20,9,1.1,205,0,0,3.7,87,813,1001.2,33.1,22,8.6
Y6728,896728,46.9942,89.5111,2021,7,20,9,3,244,0,0,7.5,299,848,1000.5,32.7,12,-0.4
Y8629,898629,42.2256,83.2194,2021,7,20,9,4,239,0,0,8.4,231,829,1000.1,25.3,31,7
Y6281,896281,37.3006,79.1692,2021,7,20,9,1,82,0,0,4.1,300,832,1002.7,25.1,52,14.6
Y9195,899195,39.6608,77.1997,2021,7,20,9,2.4,346,0,0,4.6,263,842,1001.9,25.7,32,7.8
Y9242,899242,37.9344,77.2917,2021,7,20,9,1.2,18,0,0,3.3,22,825,1003,24.4,58,15.6
Y9537,899537,36.9306,81.3511,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,28.1,999999,999999
Y6298,896298,37.7933,80.3753,2021,7,20,9,2.9,79,0,0,5.1,53,832,1000.7,27.6,37,11.6
Y6225,896225,37.3356,79.9803,2021,7,20,9,3.4,311,0,0,6.3,304,807,1000.3,26.6,42,12.7
Y8670,898670,40.9353,82.8442,2021,7,20,9,2,196,0,0,4.1,285,821,999.3,29.2,45,16.1
Y6268,896268,36.85,82.4353,2021,7,20,9,4.9,254,0,0,9.3,256,814,999.8,25.5,38,10.2
Y9239,899239,38.0036,77.2114,2021,7,20,9,0.1,999017,0,0,2.2,45,832,1002.7,24.1,67,17.6
X7034,887034,34.2381,92.7928,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,19.5,999999,999999
Y5083,895083,43.7231,88.175,2021,7,20,9,2.6,241,0,0,8,240,836,1004.7,17.4,31,0.1
Y5791,895791,42.9461,89.1839,2021,7,20,9,0.8,56,0,0,3.6,140,804,997.5,40.9,15,9.2
Y5619,895619,44.6256,83.0125,2021,7,20,9,2.1,208,0,0,6.7,25,828,995.9,39.2,14,6.8
Y5625,895625,44.9433,81.6867,2021,7,20,9,3.7,57,0,0,6.2,70,837,982.7,32,29,11.8
Y5879,895879,41.6803,86.6508,2021,7,20,9,5.1,271,0,0,10.2,278,804,998.8,28.8,31,10
B0062,660062,36.2097,114.49,2021,7,20,9,0.9,349,1.1,0,4.7,3,838,1009.4,24.9,93,23.7
Y5599,895599,44.1367,86.4225,2021,7,20,9,6,56,0,0,9.2,45,819,992.3,33.1,18,5.6
Y1088,891088,38.7794,105.9125,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,23.5,999999,999999
W9565,879565,35.0275,103.6964,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,25.8,999999,999999
Y5574,895574,43.7742,86.9519,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,32.6,999999,999999
Y5591,895591,43.8586,85.9892,2021,7,20,9,3.9,349,0,0,9.8,352,834,999.9,27.6,20,2.6
Y5456,895456,46.0181,83.8153,2021,7,20,9,7.4,164,0,0,12,177,826,999.3,28.6,23,5.5
Y5279,895279,44.0583,81.6061,2021,7,20,9,1,35,0,0,4.7,166,844,999.8,32.7,18,5.3
Y6094,896094,40.2117,75.2519,2021,7,20,9,2.9,150,0,0,6.9,115,807,1005,15.7,48,4.7
52829,52829,36.2678,96.9525,2021,7,20,9,4.4,94,0,0,8.1,85,812,973.5,31.1,19,4.8
Y5371,895371,46.5267,87.5033,2021,7,20,9,5.2,345,0,0,8,309,838,1005.9,34.7,13,2.3
Y6205,896205,37.9425,80.5831,2021,7,20,9,3.3,46,0,0,10.1,34,858,994.2,28.3,36,11.8
Y5707,895707,44.6653,85.2686,2021,7,20,9,1.6,88,0,0,4.6,89,823,997.1,36.7,20,10.1
51806,51806,37.8617,76.69,2021,7,20,9,1.8,329,0,0,8.5,35,828,1002.9,21.1,54,11.4
B0732,660732,37.3611,114.4528,2021,7,20,9,0.4,275,0,0,1.4,332,804,999999,27.3,999999,999999
B1071,661071,37.8442,114.7267,2021,7,20,9,1.2,256,0,0,2.6,234,842,999999,25.9,999999,999999
X3082,883082,36.6458,99.3753,2021,7,20,9,7.3,84,0,0,12.9,58,842,999999,23,43,9.8
Y5956,895956,40.6694,79.6017,2021,7,20,9,2.6,162,0,0,6.7,188,814,1002.1,25.2,43,11.7
Y5524,895524,44.1619,88.6247,2021,7,20,9,1.5,69,0,0,5.1,68,801,1004.3,36.8,13,3.9
Y5295,895295,42.8172,81.0636,2021,7,20,9,5.2,64,0,0,9.3,59,813,1000.8,25.4,23,2.8
Y5064,895064,43.5236,88.5839,2021,7,20,9,1,131,0,0,5.3,228,851,1000.2,27.4,18,1
Y5065,895065,43.415,88.5225,2021,7,20,9,3.1,271,0,0,6.8,307,852,999.7,29.5,15,0.2
Y5294,895294,42.7533,80.9289,2021,7,20,9,0,999017,0,0,0,999017,801,999999,25.6,999999,999999
Y5282,895282,43.9792,81.0936,2021,7,20,9,2.7,152,0,0,5.5,219,814,999.1,34.7,17,6.1
Y6079,896079,38.9917,74.4806,2021,7,20,9,3.6,132,0,0,8.5,200,812,1002.1,13.7,34,-1.9
Y5285,895285,44.1017,81.3111,2021,7,20,9,3.3,176,0,0,5.9,179,842,998.2,33.9,15,3.7
Y5219,895219,43.6906,81.5553,2021,7,20,9,1.3,34,0,0,3.7,50,831,998.6,33.9,28,12.8
Y5916,895916,40.8417,80.1667,2021,7,20,9,1.3,144,0,0,2.8,57,834,1002.1,27.5,48,15.5
Y5958,895958,41.7597,80.8622,2021,7,20,9,3,101,0,0,6.4,147,805,1002.4,22.6,33,5.5
Y6102,896102,38.2403,76.9958,2021,7,20,9,2.8,41,0,0,5.2,15,801,1002.9,23.1,50,12.1
S8551,838551,33.1906,104.2103,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
Y5948,895948,41.3603,80.3164,2021,7,20,9,2,12,0,0,5.8,320,830,1001.7,27.2,44,13.9
Y5241,895241,43.2008,82.1458,2021,7,20,9,3.9,45,0,0,5.9,54,843,985.6,31.3,21,6.4
Y5966,895966,41.7272,81.4011,2021,7,20,9,2.9,134,0,0,8.6,125,854,1001.8,25.9,27,5.5
Y4080,894080,43.7672,82.7116,2021,7,20,9,1.7,228,0,0,3.9,212,820,999999,31.3,14,999999
S8509,838509,33.4,104.05,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
53403,53403,40.7056,105.8583,2021,7,20,9,9.8,114,0,0,18,113,809,995.7,33,30,13.1
Y5996,895996,41.2633,79.1403,2021,7,20,9,2.2,57,0,0,7.2,72,804,1002.1,25,36,8.9
56028,56028,33.2761,96.4086,2021,7,20,9,2.4,186,0,0,8.4,163,824,989,19.1,38,4.5
Y5250,895250,43.4192,83.0169,2021,7,20,9,3,17,0,0,4.5,7,841,998.6,32.9,21,7.7
Y5082,895082,43.6544,87.4497,2021,7,20,9,1.8,14,0,0,7.7,23,808,1000.4,29.7,16,1.2
S8574,838574,33.1614,103.8786,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X5003,885003,35.5119,102.33,2021,7,20,9,2,132,0,0,6.6,93,843,998.2,20.6,44,7.9
X0054,880054,36.5478,101.6981,2021,7,20,9,1.3,48,0,0,7.2,110,816,989.2,29,32,10.7
X5079,885079,36.1339,101.8094,2021,7,20,9,3.7,156,0,0,10.4,188,809,989,32,23,8.3
X5076,885076,34.2111,101.5564,2021,7,20,9,4.6,153,0,0,9.7,160,836,998,20.2,47,8.5
X7004,887004,33.9903,95.7325,2021,7,20,9,3.1,199,0,0,7.9,214,806,989.9,20.9,35,4.9
X3099,883099,35.4008,99.5516,2021,7,20,9,2.4,166,0,0,5.3,169,819,993.1,22,33,5
X1088,881088,35.8603,102.9075,2021,7,20,9,4.5,133,0,0,7.1,160,832,993.3,32.2,27,10.9
W7016,877016,35.5217,105.7183,2021,7,20,9,6,67,0,0,10.5,53,804,999999,29.9,38,999999
X3061,883061,35.1886,100.6861,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,22.9,999999,999999
B7615,667615,36.485,113.0081,2021,7,20,9,999999,999999,0.2,0,999999,999999,999999,999999,999999,999999,999999
X3042,883042,36.1142,101.5178,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X3068,883068,36.3389,100.1569,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.8,999999,999999
X4041,884041,37.2869,102,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X3066,883066,35.8628,101.5625,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,29.4,999999,999999
Y2014,892014,37.5364,105.3467,2021,7,20,9,0,999017,0,0,0,999017,801,999999,32.2,999999,999999
X0016,880016,36.5961,101.4033,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X3043,883043,36.0536,101.3967,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
W6007,876007,34.3167,105.05,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.9,999999,999999
W6216,876216,33.6839,104.8122,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,22.8,999999,999999
S8372,838372,33.1197,104.3172,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,32.4,999999,999999
W6113,876113,34.0256,105.4181,2021,7,20,9,1.6,169,0,0,6.4,160,844,999999,27.2,999999,999999
I2310,732310,33.0786,114.9786,2021,7,20,9,2.5,104,0,0,6,98,823,999999,30.6,999999,999999
Q2429,812429,33.0675,110.48,2021,7,20,9,2.7,326,0,0,5.4,331,900,999999,31.2,999999,999999
S9455,839455,33.1731,104.2542,2021,7,20,9,3.7,122,0,0,9.1,126,819,999999,31.8,38,999999
B2997,662997,40.5017,114.8375,2021,7,20,9,1.7,165,0,0,5.9,164,805,1007.9,26.9,57,17.7
B1537,661537,39.3311,114.7445,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.8,999999,999999
B3355,663355,40.8772,114.245,2021,7,20,9,4,166,0,0,7.4,160,842,999999,27.7,999999,999999
B3208,663208,41.3178,114.2203,2021,7,20,9,3.5,191,0,0,6.2,170,807,999999,27,999999,999999
B1928,661928,38.7258,114.4433,2021,7,20,9,0,999017,0,0,1.6,155,806,999999,29.2,999999,999999
B3121,663121,40.4242,114.3711,2021,7,20,9,2.1,152,0,0,6.9,146,808,1007.5,28,52,17.2
B3143,663143,40.7167,114.5303,2021,7,20,9,3.1,90,0,0,8.6,90,805,999999,28.9,999999,999999
B3203,663203,40.7953,114.3206,2021,7,20,9,2.8,89,0,0,7.4,105,838,1006.8,27.7,61,19.5
B2394,662394,40.8039,114.895,2021,7,20,9,4,136,0,0,8.5,127,851,1008.9,28.6,61,20.3
B2648,662648,38.0772,114.4497,2021,7,20,9,0.2,999017,4.6,0,5,98,839,1008.8,24,97,23.5
B1353,661353,38.4847,114.4531,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,29.6,999999,999999
B1962,661962,38.3022,113.8581,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B1351,661351,38.6122,114.3797,2021,7,20,9,0.3,149,0,0,2.1,142,817,999999,29.6,999999,999999
B1964,661964,38.3272,114.2003,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B2552,662552,37.4844,114.1381,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,22.8,999999,999999
B1951,661951,39.0717,112.1661,2021,7,20,9,6,132,0,0,9.6,134,859,999999,999999,999999,999999
O2833,792833,33.1633,114.1031,2021,7,20,9,2.6,82,0.7,0,4.9,79,848,1004,27.8,90,26
O2662,792662,35.1806,112.9331,2021,7,20,9,3.2,60,11.1,0,6.3,82,857,1006.8,22.4,96,21.7
O3480,793480,35.7317,114.0506,2021,7,20,9,999999,999999,8.5,0,999999,999999,999999,999999,999999,999999,999999
W7313,877313,35.1136,107.2806,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,24.1,999999,999999
W3016,873016,36.515,103.0481,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,30.3,999999,999999
B8334,668334,34.9717,111.1803,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,23.8,999999,999999
Y4147,894147,44.595,86.0914,2021,7,20,9,2.2,134,0,0,3.7,68,839,999.3,36,17,7.1
W5305,875305,34.7567,105.1061,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,30.3,999999,999999
B5577,665577,38.9656,112.9828,2021,7,20,9,1.4,23,0,0,5.5,23,826,1008.1,24.8,59,16.3
Y4184,894184,46.2222,86.3025,2021,7,20,9,3.9,137,0,0,7.9,121,801,999999,35.2,15,4.7
O2526,792526,33.4317,114.0636,2021,7,20,9,1.2,102,0.6,0,4.5,93,807,999999,28.2,999999,999999
O7113,797113,33.0331,112.1239,2021,7,20,9,1.9,76,0,0,7.9,105,814,999999,27.1,999999,999999
O6650,796650,34.0033,114.8819,2021,7,20,9,1.3,59,0,0,4.4,91,802,999999,28.9,999999,999999
O2671,792671,34.55,112.3678,2021,7,20,9,4.3,49,0.1,0,9.4,57,843,1002.8,21.9,97,21.4
O3533,793533,35.7353,114.3064,2021,7,20,9,1.2,135,10.6,0,4.1,39,835,999999,23.1,999999,999999
O2273,792273,34.3403,113.9056,2021,7,20,9,4.2,64,0,0,7,74,802,999999,27,999999,999999
O5035,795035,34.33,113.5842,2021,7,20,9,999999,999999,0.2,0,999999,999999,999999,999999,999999,999999,999999
O2740,792740,33.9703,113.1425,2021,7,20,9,4.3,330,0.2,0,5.6,326,849,1003,25.2,89,23.3
O2174,792174,34.6833,111.2094,2021,7,20,9,2.4,79,0,0,6.6,71,808,999999,22.1,999999,999999
O5132,795132,34.9556,113.5208,2021,7,20,9,2.2,49,27.4,0,11.6,0,820,1006.1,22.4,100,22.4
O6226,796226,33.8525,113.2214,2021,7,20,9,1.5,84,0,0,4.3,119,816,999999,28.8,87,26.4
W9261,879261,35.4853,103.1417,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,36.8,999999,999999
W2547,872547,37.4742,103.5144,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,31.9,999999,999999
W3811,873811,37.0461,104.8019,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,34.8,999999,999999
W4117,874117,34.7333,104.4333,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.3,999999,999999
B5005,665005,40.4233,114.1408,2021,7,20,9,1.7,173,0,0,4.9,102,817,1008.6,28.2,59,19.4
B5166,665166,39.5358,113.8267,2021,7,20,9,3.8,147,0,0,8.4,133,806,1010.9,23.4,57,14.4
B5613,665613,38.9517,111.2628,2021,7,20,9,2.5,199,0,0,6.5,136,845,1005.7,28.4,41,13.9
B5704,665704,38.6303,112.615,2021,7,20,9,2.2,184,0,0,3.7,278,806,1010.6,25.8,58,16.9
B5222,665222,39.12,114.1711,2021,7,20,9,0.6,234,0,0,3.2,105,815,999999,25.6,999999,999999
B5405,665405,39.5936,112.4842,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B0102,660102,36.2814,114.3386,2021,7,20,9,1.7,18,1,0,3.7,37,832,999999,25.3,999999,999999
B0964,660964,40.9497,114.2972,2021,7,20,9,5.1,143,0,0,8.9,136,858,1007.1,27,57,17.8
B0105,660105,36.4831,114.3136,2021,7,20,9,999999,999999,0.2,0,999999,999999,999999,999999,25.3,999999,999999
B0864,660864,38.5311,113.6714,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B0935,660935,37.3408,114.2597,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B1021,661021,37.6044,114.542,2021,7,20,9,1.4,303,0,0,3.3,305,850,999999,25.8,999999,999999
B0943,660943,37.2217,114.0456,2021,7,20,9,1.3,182,0.1,0,1.8,189,846,1009.7,24.8,91,23.2
B2941,662941,40.67,114.1978,2021,7,20,9,999999,999999,27.4,0,999999,999999,999999,999999,999999,999999,999999
B0114,660114,36.4608,114.0531,2021,7,20,9,0.8,182,0.3,0,1.5,194,854,999999,23.2,999999,999999
B1190,661190,38.1792,114.0567,2021,7,20,9,999999,999999,11.6,0,999999,999999,999999,999999,22.8,999999,999999
B2933,662933,39.8278,114.6639,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B2942,662942,40.6692,114.2953,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B0800,660800,37.0442,114.5728,2021,7,20,9,0.9,230,0.4,0,1.6,285,821,1011.6,26.8,91,25.2
B0648,660648,37.8178,114.1694,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,21.8,999999,999999
B0728,660728,37.3986,113.9814,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,21.4,999999,999999
B1023,661023,37.6019,114.655,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.9,999999,999999
B1941,661941,36.7439,114.2106,2021,7,20,9,999999,999999,0.8,0,999999,999999,999999,999999,24.7,999999,999999
B1220,661220,37.9975,114.0186,2021,7,20,9,0.4,342,2.8,0,2.1,257,839,999999,23.7,999999,999999
B1240,661240,38.6286,113.7161,2021,7,20,9,0,999017,0,0,2.8,145,845,999999,21.3,999999,999999
B1209,661209,38.6303,113.7125,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B0501,660501,37.0711,114.54,2021,7,20,9,999999,999999,0.2,0,999999,999999,999999,999999,26.6,999999,999999
B3226,663226,41.2431,114.9375,2021,7,20,9,4.6,157,0,0,9.3,155,844,1010,25,59,16.4
B0524,660524,37.0744,113.8167,2021,7,20,9,999999,999999,0.3,0,999999,999999,999999,999999,23,999999,999999
B0783,660783,37.3972,114.33,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.3,999999,999999
B1104,661104,38.0339,114.6197,2021,7,20,9,1.5,301,0,0,4,327,832,999999,27.3,999999,999999
B2395,662395,41.4233,114.9211,2021,7,20,9,999999,999999,999999,7,5.1,143,824,1008.7,25.9,59,17.3
X4053,884053,36.9108,100.7117,2021,7,20,9,8,113,0,0,11.3,101,858,988,22.9,31,4.9
B1284,661284,38.2536,113.7378,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,22.3,999999,999999
B1238,661238,38.0239,114.2839,2021,7,20,9,0.3,83,0.4,0,3.2,21,834,999999,23.6,999999,999999
B0335,660335,39.1386,114.78,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,28.5,999999,999999
B0589,660589,37.0931,114.5214,2021,7,20,9,999999,999999,0.2,0,999999,999999,999999,999999,27.5,999999,999999
B0296,660296,38.9222,113.7864,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
53982,53982,35.2408,113.2664,2021,7,20,9,4.9,59,6.8,0,9.7,31,854,1007,22.4,97,21.9
X4003,884003,36.9886,100.6808,2021,7,20,9,8.2,97,0,0,10.9,103,859,978.8,21.8,36,6.1
57024,57024,34.45,107.65,2021,7,20,9,3.1,111,0,0,8.5,116,856,1004.1,27.6,67,20.9
53543,53543,39.8153,110.0122,2021,7,20,9,3,135,0,0,9.1,179,821,1004,28.4,36,11.9
Y3304,893304,35.3639,106.3133,2021,7,20,9,0,999017,0,0,5.4,68,809,999999,21.2,70,999999
51438,51438,43.1833,81.7667,2021,7,20,9,1.5,114,0,0,3.1,91,821,999.3,31.3,18,4.2
W5014,875014,34.3642,105.5622,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,28.2,999999,999999
W2036,872036,38.4333,101.2333,2021,7,20,9,3.9,296,0,0,6.3,180,829,999999,24.6,30,999999
V9307,869307,35.2222,108.9794,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,20.9,999999,999999
V0761,860761,34.5128,108.1944,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.5,999999,999999
51642,51642,41.8167,84.2667,2021,7,20,9,1.8,177,0,0,6,236,801,1000.2,30.5,29,10.5
V0505,860505,34.6711,108.6714,2021,7,20,9,4.1,63,0,0,7.7,65,847,999999,27.7,999999,999999
53725,53725,37.5833,107.5833,2021,7,20,9,6.9,127,0,0,13.2,110,856,1000,29.1,39,13.7
53577,53577,39.0019,112.2956,2021,7,20,9,6.5,163,0,0,10.8,152,856,1009.4,22.4,61,14.5
C3307,673307,39.6483,109.6417,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B7339,667339,35.8614,111.1206,2021,7,20,9,6.9,352,0.1,0,11.7,351,855,1009.9,19.3,84,16.5
C3123,673123,39.5878,107.9264,2021,7,20,9,10.8,137,0,0,15.1,167,821,1004.7,28.4,39,13.1
53852,53852,36.7722,110.6364,2021,7,20,9,2.8,96,0,0,6.2,354,851,1007.2,28.1,48,16.1
53796,53796,37.6178,114.8914,2021,7,20,9,2.2,278,0,0,3.6,270,805,1009.5,28.4,82,25
53950,53950,35.2539,110.1853,2021,7,20,9,4.6,69,0,0,9.2,71,848,1006.5,24.7,73,19.5
53972,53972,35.0486,112.8997,2021,7,20,9,6.2,58,8.9,0,12.6,57,819,1006.5,22.4,95,21.6
57090,57090,34.7144,113.9708,2021,7,20,9,2.8,129,1,0,8.2,124,811,1004.7,24.8,100,24.8
O3163,793163,36.0797,114.8625,2021,7,20,9,0,999017,0.6,0,0,999017,801,999999,25.3,999999,999999
C4081,674081,40.6128,109.9553,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
C4618,674618,40.5172,111.5806,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O5278,795278,34.8064,114.8947,2021,7,20,9,3.7,30,0.1,0,6.6,46,832,999999,26.2,999999,999999
57043,57043,34.8,109.9667,2021,7,20,9,6,78,0,0,8.7,78,859,1005.6,27.9,65,20.7
B7156,667156,36.5336,111.045,2021,7,20,9,3.7,137,0,0,8.6,126,836,1006.6,24,59,15.5
O3922,793922,35.2456,114.8442,2021,7,20,9,3.3,339,2.1,0,5.4,342,855,999999,24.7,999999,999999
C4117,674117,41.0531,109.9664,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
53704,53704,37.5253,105.1775,2021,7,20,9,7.6,95,0,0,13.1,68,834,994.7,32.8,33,14.4
O2760,792760,34.6375,111.6672,2021,7,20,9,4,58,1.2,0,6.5,47,843,1006.3,21,96,20.3
53694,53694,38.2667,114.2167,2021,7,20,9,3,180,0,0,6.5,198,900,1011.1,24.9,86,22.4
C2910,672910,40.6839,113.7725,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,23.3,999999,999999
C2138,672138,43.1319,113.7422,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,33.6,999999,999999
O4542,794542,33.8553,111.5883,2021,7,20,9,1,234,5.8,0,2.6,236,812,1007.3,21.1,96,20.4
O2727,792727,33.5303,111.6736,2021,7,20,9,1.3,309,8,0,4.2,326,818,1007.1,26.5,87,24.2
C3655,673655,41.1967,107.1719,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O3867,793867,35.0075,114.4942,2021,7,20,9,999999,999999,4.4,0,999999,999999,999999,999999,999999,999999,999999
B5573,665573,39.1331,113.1942,2021,7,20,9,0,999017,0,0,0,999017,801,999999,28.4,999999,999999
C7171,677171,40.6489,112.5172,2021,7,20,9,4.5,198,999999,7,9.1,217,802,999999,21.4,68,15.3
O3914,793914,35.2025,114.6992,2021,7,20,9,999999,999999,3.5,0,999999,999999,999999,999999,999999,999999,999999
C3645,673645,41.2497,108.9228,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O6395,796395,33.9303,113.9564,2021,7,20,9,2.2,100,0,0,4.5,99,814,999999,29.3,999999,999999
O2822,792822,34.9383,113.3747,2021,7,20,9,8.9,43,12.6,0,15.8,27,826,1007.7,21.7,98,21.4
O5297,795297,34.4547,114.8042,2021,7,20,9,2.4,54,0,0,5.9,73,854,999999,27.3,999999,999999
O2380,792380,33.6342,113.5939,2021,7,20,9,0.7,26,9.2,0,5.3,64,832,1005,26.6,100,26.6
O2377,792377,33.9922,113.3658,2021,7,20,9,2.3,90,0.7,0,5.5,121,808,1003.9,27.8,94,26.7
O6769,796769,33.18,114.7983,2021,7,20,9,1.3,111,0,0,5.4,119,827,999999,30,999999,999999
C5033,675033,39.4756,106.5847,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O6717,796717,33.4983,114.8106,2021,7,20,9,2.1,69,0,0,4.4,53,834,999999,29.5,999999,999999
O4258,794258,35.2483,112.1808,2021,7,20,9,999999,999999,5.2,0,999999,999999,999999,999999,999999,999999,999999
C2611,672611,40.4822,113.1772,2021,7,20,9,999999,999999,0.3,0,999999,999999,999999,999999,999999,999999,999999
O3054,793054,36.0892,114.5095,2021,7,20,9,3.1,14,4.1,0,6.7,32,832,999999,24.8,999999,999999
O5265,795265,34.7761,114.9439,2021,7,20,9,4.2,37,0.2,0,6.4,40,838,999999,26.4,999999,999999
C2564,672564,42.2086,111.8561,2021,7,20,9,6.9,157,0,0,12.3,209,900,1014.3,28.9,39,13.6
O4544,794544,33.7314,111.6453,2021,7,20,9,1.9,189,10.3,0,3.2,160,900,1006.7,16.3,100,16.3
B5581,665581,38.9483,113.0242,2021,7,20,9,0,999017,0,0,0,999017,801,999999,20.8,999999,999999
O4161,794161,35.0058,113.2025,2021,7,20,9,5.4,55,2.6,0,11.3,76,814,1006.8,21.9,98,21.6
O4419,794419,34.6717,111.9031,2021,7,20,9,4,12,1.7,0,7.5,20,821,1007.5,21.2,96,20.5
O4022,794022,35.0469,113.0081,2021,7,20,9,999999,999999,4.5,0,999999,999999,999999,999999,999999,999999,999999
